Episode,Step,Action_Routed,Portfolio_Value,Reward,Epsilon
7848,50,WAIT (Holding Capital),307396.02,-0.0100,0.0949
7848,100,WAIT (Holding Capital),309209.39,-0.0100,0.0949
7848,150,WAIT (Holding Capital),308588.39,-0.0100,0.0949
7848,200,WAIT (Holding Capital),310320.78,-0.0100,0.0949
7849,50,WAIT (Holding Capital),307089.03,-0.0100,0.0949
7849,100,WAIT (Holding Capital),309202.13,-0.0100,0.0949
7849,150,BNB: Buy BINANCE -> Sell KRAKEN,307606.41,0.1576,0.0949
7849,200,WAIT (Holding Capital),309535.82,-0.0100,0.0949
7850,50,WAIT (Holding Capital),306950.04,-0.0100,0.0949
7850,100,WAIT (Holding Capital),308547.31,-0.0100,0.0949
7850,150,WAIT (Holding Capital),306462.53,-0.0100,0.0949
7850,200,ETH: Buy KRAKEN -> Sell COINBASE,307461.46,-2.2827,0.0949
7851,50,WAIT (Holding Capital),307961.67,-0.0100,0.0949
7851,100,WAIT (Holding Capital),309402.09,-0.0100,0.0949
7851,150,WAIT (Holding Capital),307348.64,-0.0100,0.0949
7851,200,WAIT (Holding Capital),309702.81,-0.0100,0.0949
7852,50,WAIT (Holding Capital),307312.24,-0.0100,0.0948
7852,100,WAIT (Holding Capital),309389.67,-0.0100,0.0948
7852,150,WAIT (Holding Capital),307294.30,-0.0100,0.0948
7852,200,BTC: Buy BINANCE -> Sell COINBASE,308954.06,2.9797,0.0948
7853,50,WAIT (Holding Capital),307404.24,-0.0100,0.0948
7853,100,BTC: Buy KRAKEN -> Sell COINBASE,308807.40,-0.4992,0.0948
7853,150,WAIT (Holding Capital),307249.19,-0.0100,0.0948
7853,200,WAIT (Holding Capital),309058.78,-0.0100,0.0948
7854,50,WAIT (Holding Capital),307291.02,-0.0100,0.0948
7854,100,WAIT (Holding Capital),308646.11,-0.0100,0.0948
7854,150,WAIT (Holding Capital),306973.71,-0.0100,0.0948
7854,200,WAIT (Holding Capital),308477.42,-0.0100,0.0948
7855,50,WAIT (Holding Capital),307136.90,-0.0100,0.0947
7855,100,WAIT (Holding Capital),309523.81,-0.0100,0.0947
7855,150,WAIT (Holding Capital),307985.48,-0.0100,0.0947
7855,200,WAIT (Holding Capital),309498.36,-0.0100,0.0947
7856,50,WAIT (Holding Capital),307075.06,-0.0100,0.0947
7856,100,WAIT (Holding Capital),308856.46,-0.0100,0.0947
7856,150,WAIT (Holding Capital),307567.54,-0.0100,0.0947
7856,200,WAIT (Holding Capital),309211.28,-0.0100,0.0947
7857,50,WAIT (Holding Capital),307283.57,-0.0100,0.0947
7857,100,WAIT (Holding Capital),309184.35,-0.0100,0.0947
7857,150,WAIT (Holding Capital),307578.81,-0.0100,0.0947
7857,200,WAIT (Holding Capital),309133.53,-0.0100,0.0947
7858,50,WAIT (Holding Capital),307649.85,-0.0100,0.0947
7858,100,WAIT (Holding Capital),309904.67,-0.0100,0.0947
7858,150,WAIT (Holding Capital),308573.07,-0.0100,0.0947
7858,200,WAIT (Holding Capital),309595.60,-0.0100,0.0947
7859,50,WAIT (Holding Capital),307412.76,-0.0100,0.0946
7859,100,WAIT (Holding Capital),309177.90,-0.0100,0.0946
7859,150,WAIT (Holding Capital),308032.75,-0.0100,0.0946
7859,200,WAIT (Holding Capital),308956.54,-0.0100,0.0946
7860,50,WAIT (Holding Capital),307241.55,-0.0100,0.0946
7860,100,WAIT (Holding Capital),308567.96,-0.0100,0.0946
7860,150,WAIT (Holding Capital),306730.90,-0.0100,0.0946
7860,200,WAIT (Holding Capital),307961.86,-0.0100,0.0946
7861,50,WAIT (Holding Capital),307648.17,-0.0100,0.0946
7861,100,WAIT (Holding Capital),309548.65,-0.0100,0.0946
7861,150,WAIT (Holding Capital),307785.06,-0.0100,0.0946
7861,200,WAIT (Holding Capital),309716.15,-0.0100,0.0946
7862,50,WAIT (Holding Capital),307599.66,-0.0100,0.0945
7862,100,WAIT (Holding Capital),309869.88,-0.0100,0.0945
7862,150,BNB: Buy KRAKEN -> Sell COINBASE,308360.30,-0.8271,0.0945
7862,200,WAIT (Holding Capital),310065.02,-0.0100,0.0945
7863,50,WAIT (Holding Capital),307956.03,-0.0100,0.0945
7863,100,WAIT (Holding Capital),309654.83,-0.0100,0.0945
7863,150,WAIT (Holding Capital),307922.03,-0.0100,0.0945
7863,200,WAIT (Holding Capital),309545.38,-0.0100,0.0945
7864,50,WAIT (Holding Capital),307016.73,-0.0100,0.0945
7864,100,WAIT (Holding Capital),308729.70,-0.0100,0.0945
7864,150,WAIT (Holding Capital),307152.12,-0.0100,0.0945
7864,200,WAIT (Holding Capital),308837.80,-0.0100,0.0945
7865,50,BTC: Buy COINBASE -> Sell BINANCE,307007.32,-0.1144,0.0945
7865,100,WAIT (Holding Capital),309321.93,-0.0100,0.0945
7865,150,ETH: Buy KRAKEN -> Sell COINBASE,307475.49,-0.2460,0.0945
7865,200,WAIT (Holding Capital),309261.26,-0.0100,0.0945
7866,50,BTC: Buy KRAKEN -> Sell COINBASE,307205.19,0.0759,0.0944
7866,100,WAIT (Holding Capital),308510.94,-0.0100,0.0944
7866,150,BNB: Buy BINANCE -> Sell COINBASE,306428.39,-0.1314,0.0944
7866,200,WAIT (Holding Capital),308132.48,-0.0100,0.0944
7867,50,WAIT (Holding Capital),307691.83,-0.0100,0.0944
7867,100,WAIT (Holding Capital),309772.97,-0.0100,0.0944
7867,150,WAIT (Holding Capital),307728.30,-0.0100,0.0944
7867,200,WAIT (Holding Capital),309025.03,-0.0100,0.0944
7868,50,WAIT (Holding Capital),307642.93,-0.0100,0.0944
7868,100,WAIT (Holding Capital),309293.93,-0.0100,0.0944
7868,150,WAIT (Holding Capital),307539.55,-0.0100,0.0944
7868,200,WAIT (Holding Capital),310143.52,-0.0100,0.0944
7869,50,WAIT (Holding Capital),307447.44,-0.0100,0.0943
7869,100,WAIT (Holding Capital),309179.19,-0.0100,0.0943
7869,150,WAIT (Holding Capital),307598.23,-0.0100,0.0943
7869,200,WAIT (Holding Capital),310064.42,-0.0100,0.0943
7870,50,WAIT (Holding Capital),307867.87,-0.0100,0.0943
7870,100,WAIT (Holding Capital),309629.06,-0.0100,0.0943
7870,150,WAIT (Holding Capital),307931.78,-0.0100,0.0943
7870,200,WAIT (Holding Capital),310130.94,-0.0100,0.0943
7871,50,WAIT (Holding Capital),308016.77,-0.0100,0.0943
7871,100,WAIT (Holding Capital),309879.89,-0.0100,0.0943
7871,150,WAIT (Holding Capital),308339.63,-0.0100,0.0943
7871,200,WAIT (Holding Capital),309553.45,-0.0100,0.0943
7872,50,WAIT (Holding Capital),307852.31,-0.0100,0.0943
7872,100,WAIT (Holding Capital),310244.98,-0.0100,0.0943
7872,150,BNB: Buy BINANCE -> Sell COINBASE,308536.01,1.1952,0.0943
7872,200,WAIT (Holding Capital),310058.64,-0.0100,0.0943
7873,50,WAIT (Holding Capital),307336.34,-0.0100,0.0942
7873,100,WAIT (Holding Capital),309030.55,-0.0100,0.0942
7873,150,WAIT (Holding Capital),307632.40,-0.0100,0.0942
7873,200,WAIT (Holding Capital),309660.51,-0.0100,0.0942
7874,50,WAIT (Holding Capital),307247.77,-0.0100,0.0942
7874,100,WAIT (Holding Capital),309532.87,-0.0100,0.0942
7874,150,WAIT (Holding Capital),308074.27,-0.0100,0.0942
7874,200,WAIT (Holding Capital),309292.29,-0.0100,0.0942
7875,50,WAIT (Holding Capital),307284.88,-0.0100,0.0942
7875,100,WAIT (Holding Capital),308337.50,-0.0100,0.0942
7875,150,WAIT (Holding Capital),306266.28,-0.0100,0.0942
7875,200,WAIT (Holding Capital),307893.08,-0.0100,0.0942
7876,50,WAIT (Holding Capital),307024.62,-0.0100,0.0942
7876,100,WAIT (Holding Capital),308658.99,-0.0100,0.0942
7876,150,WAIT (Holding Capital),306780.91,-0.0100,0.0942
7876,200,WAIT (Holding Capital),308565.15,-0.0100,0.0942
7877,50,WAIT (Holding Capital),307838.86,-0.0100,0.0941
7877,100,WAIT (Holding Capital),308721.53,-0.0100,0.0941
7877,150,WAIT (Holding Capital),306895.47,-0.0100,0.0941
7877,200,WAIT (Holding Capital),308445.92,-0.0100,0.0941
7878,50,WAIT (Holding Capital),307379.04,-0.0100,0.0941
7878,100,WAIT (Holding Capital),309283.02,-0.0100,0.0941
7878,150,ETH: Buy COINBASE -> Sell KRAKEN,307796.25,-0.0394,0.0941
7878,200,WAIT (Holding Capital),309418.70,-0.0100,0.0941
7879,50,WAIT (Holding Capital),307770.99,-0.0100,0.0941
7879,100,WAIT (Holding Capital),309506.86,-0.0100,0.0941
7879,150,WAIT (Holding Capital),307457.69,-0.0100,0.0941
7879,200,WAIT (Holding Capital),309240.68,-0.0100,0.0941
7880,50,WAIT (Holding Capital),307606.72,-0.0100,0.0940
7880,100,WAIT (Holding Capital),309853.41,-0.0100,0.0940
7880,150,BTC: Buy COINBASE -> Sell BINANCE,308340.26,1.2275,0.0940
7880,200,WAIT (Holding Capital),309376.09,-0.0100,0.0940
7881,50,WAIT (Holding Capital),307398.73,-0.0100,0.0940
7881,100,BNB: Buy KRAKEN -> Sell COINBASE,308754.98,-0.3322,0.0940
7881,150,WAIT (Holding Capital),306580.01,-0.0100,0.0940
7881,200,WAIT (Holding Capital),308001.87,-0.0100,0.0940
7882,50,WAIT (Holding Capital),308065.68,-0.0100,0.0940
7882,100,WAIT (Holding Capital),309916.80,-0.0100,0.0940
7882,150,WAIT (Holding Capital),308248.30,-0.0100,0.0940
7882,200,WAIT (Holding Capital),310153.57,-0.0100,0.0940
7883,50,WAIT (Holding Capital),307111.94,-0.0100,0.0940
7883,100,BTC: Buy BINANCE -> Sell KRAKEN,308904.35,-0.2420,0.0940
7883,150,BNB: Buy BINANCE -> Sell KRAKEN,307034.77,0.1724,0.0940
7883,200,WAIT (Holding Capital),309133.78,-0.0100,0.0940
7884,50,WAIT (Holding Capital),307264.50,-0.0100,0.0939
7884,100,BTC: Buy KRAKEN -> Sell COINBASE,308524.23,-0.1114,0.0939
7884,150,WAIT (Holding Capital),306427.62,-0.0100,0.0939
7884,200,WAIT (Holding Capital),308325.03,-0.0100,0.0939
7885,50,WAIT (Holding Capital),307014.44,-0.0100,0.0939
7885,100,WAIT (Holding Capital),308825.60,-0.0100,0.0939
7885,150,WAIT (Holding Capital),307208.04,-0.0100,0.0939
7885,200,WAIT (Holding Capital),309108.60,-0.0100,0.0939
7886,50,BNB: Buy KRAKEN -> Sell COINBASE,307801.72,-2.0000,0.0939
7886,100,WAIT (Holding Capital),309129.51,-0.0100,0.0939
7886,150,WAIT (Holding Capital),307764.37,-0.0100,0.0939
7886,200,WAIT (Holding Capital),309927.07,-0.0100,0.0939
7887,50,WAIT (Holding Capital),307533.52,-0.0100,0.0938
7887,100,WAIT (Holding Capital),309967.41,-0.0100,0.0938
7887,150,WAIT (Holding Capital),307968.04,-0.0100,0.0938
7887,200,WAIT (Holding Capital),309481.94,-0.0100,0.0938
7888,50,WAIT (Holding Capital),307236.00,-0.0100,0.0938
7888,100,WAIT (Holding Capital),308676.20,-0.0100,0.0938
7888,150,WAIT (Holding Capital),306529.32,-0.0100,0.0938
7888,200,WAIT (Holding Capital),308022.59,-0.0100,0.0938
7889,50,WAIT (Holding Capital),307356.97,-0.0100,0.0938
7889,100,WAIT (Holding Capital),308935.28,-0.0100,0.0938
7889,150,WAIT (Holding Capital),306845.89,-0.0100,0.0938
7889,200,WAIT (Holding Capital),308527.80,-0.0100,0.0938
7890,50,WAIT (Holding Capital),307097.21,-0.0100,0.0938
7890,100,WAIT (Holding Capital),309164.21,-0.0100,0.0938
7890,150,WAIT (Holding Capital),307555.40,-0.0100,0.0938
7890,200,WAIT (Holding Capital),309224.09,-0.0100,0.0938
7891,50,BNB: Buy KRAKEN -> Sell BINANCE,307619.23,0.4133,0.0937
7891,100,WAIT (Holding Capital),309261.81,-0.0100,0.0937
7891,150,WAIT (Holding Capital),307518.66,-0.0100,0.0937
7891,200,WAIT (Holding Capital),308531.48,-0.0100,0.0937
7892,50,WAIT (Holding Capital),307727.18,-0.0100,0.0937
7892,100,WAIT (Holding Capital),309637.02,-0.0100,0.0937
7892,150,WAIT (Holding Capital),307727.19,-0.0100,0.0937
7892,200,WAIT (Holding Capital),309690.74,-0.0100,0.0937
7893,50,WAIT (Holding Capital),307812.74,-0.0100,0.0937
7893,100,WAIT (Holding Capital),310082.00,-0.0100,0.0937
7893,150,WAIT (Holding Capital),308730.99,-0.0100,0.0937
7893,200,WAIT (Holding Capital),310519.11,-0.0100,0.0937
7894,50,WAIT (Holding Capital),307371.65,-0.0100,0.0936
7894,100,WAIT (Holding Capital),309340.55,-0.0100,0.0936
7894,150,WAIT (Holding Capital),307262.24,-0.0100,0.0936
7894,200,WAIT (Holding Capital),309043.69,-0.0100,0.0936
7895,50,WAIT (Holding Capital),307310.46,-0.0100,0.0936
7895,100,WAIT (Holding Capital),308694.38,-0.0100,0.0936
7895,150,WAIT (Holding Capital),307273.93,-0.0100,0.0936
7895,200,ETH: Buy KRAKEN -> Sell COINBASE,309444.42,-1.0245,0.0936
7896,50,BTC: Buy KRAKEN -> Sell COINBASE,307611.04,-0.2270,0.0936
7896,100,BTC: Buy KRAKEN -> Sell BINANCE,309440.81,-2.0000,0.0936
7896,150,WAIT (Holding Capital),307717.27,-0.0100,0.0936
7896,200,WAIT (Holding Capital),309905.33,-0.0100,0.0936
7897,50,WAIT (Holding Capital),307493.15,-0.0100,0.0936
7897,100,WAIT (Holding Capital),308960.17,-0.0100,0.0936
7897,150,WAIT (Holding Capital),307339.86,-0.0100,0.0936
7897,200,WAIT (Holding Capital),309694.67,-0.0100,0.0936
7898,50,WAIT (Holding Capital),307589.21,-0.0100,0.0935
7898,100,WAIT (Holding Capital),309972.93,-0.0100,0.0935
7898,150,WAIT (Holding Capital),308211.29,-0.0100,0.0935
7898,200,WAIT (Holding Capital),310762.91,-0.0100,0.0935
7899,50,WAIT (Holding Capital),307895.71,-0.0100,0.0935
7899,100,WAIT (Holding Capital),309654.49,-0.0100,0.0935
7899,150,WAIT (Holding Capital),307526.13,-0.0100,0.0935
7899,200,WAIT (Holding Capital),308897.99,-0.0100,0.0935
7900,50,WAIT (Holding Capital),307455.84,-0.0100,0.0935
7900,100,WAIT (Holding Capital),308643.99,-0.0100,0.0935
7900,150,WAIT (Holding Capital),306502.76,-0.0100,0.0935
7900,200,WAIT (Holding Capital),308320.90,-0.0100,0.0935
7901,50,WAIT (Holding Capital),307310.21,-0.0100,0.0934
7901,100,WAIT (Holding Capital),309399.57,-0.0100,0.0934
7901,150,WAIT (Holding Capital),307406.81,-0.0100,0.0934
7901,200,WAIT (Holding Capital),308461.71,-0.0100,0.0934
7902,50,WAIT (Holding Capital),307863.32,-0.0100,0.0934
7902,100,WAIT (Holding Capital),309457.93,-0.0100,0.0934
7902,150,WAIT (Holding Capital),307236.93,-0.0100,0.0934
7902,200,WAIT (Holding Capital),308272.95,-0.0100,0.0934
7903,50,WAIT (Holding Capital),307649.92,-0.0100,0.0934
7903,100,WAIT (Holding Capital),309501.48,-0.0100,0.0934
7903,150,WAIT (Holding Capital),307626.35,-0.0100,0.0934
7903,200,BNB: Buy KRAKEN -> Sell COINBASE,308545.26,-0.2970,0.0934
7904,50,WAIT (Holding Capital),307009.35,-0.0100,0.0934
7904,100,WAIT (Holding Capital),308531.50,-0.0100,0.0934
7904,150,WAIT (Holding Capital),306585.87,-0.0100,0.0934
7904,200,WAIT (Holding Capital),308040.11,-0.0100,0.0934
7905,50,WAIT (Holding Capital),307225.13,-0.0100,0.0933
7905,100,BNB: Buy BINANCE -> Sell COINBASE,308679.54,-0.4735,0.0933
7905,150,WAIT (Holding Capital),307270.90,-0.0100,0.0933
7905,200,BNB: Buy KRAKEN -> Sell BINANCE,308937.37,0.0171,0.0933
7906,50,WAIT (Holding Capital),306685.05,-0.0100,0.0933
7906,100,WAIT (Holding Capital),308472.31,-0.0100,0.0933
7906,150,WAIT (Holding Capital),306513.83,-0.0100,0.0933
7906,200,WAIT (Holding Capital),307783.02,-0.0100,0.0933
7907,50,ETH: Buy BINANCE -> Sell COINBASE,307139.03,-0.2151,0.0933
7907,100,WAIT (Holding Capital),308668.25,-0.0100,0.0933
7907,150,WAIT (Holding Capital),307198.31,-0.0100,0.0933
7907,200,WAIT (Holding Capital),309282.43,-0.0100,0.0933
7908,50,WAIT (Holding Capital),307805.08,-0.0100,0.0933
7908,100,WAIT (Holding Capital),309321.39,-0.0100,0.0933
7908,150,WAIT (Holding Capital),307193.69,-0.0100,0.0933
7908,200,WAIT (Holding Capital),308588.00,-0.0100,0.0933
7909,50,WAIT (Holding Capital),307056.94,-0.0100,0.0932
7909,100,WAIT (Holding Capital),308846.15,-0.0100,0.0932
7909,150,WAIT (Holding Capital),306698.91,-0.0100,0.0932
7909,200,WAIT (Holding Capital),308366.03,-0.0100,0.0932
7910,50,WAIT (Holding Capital),307687.84,-0.0100,0.0932
7910,100,WAIT (Holding Capital),309005.37,-0.0100,0.0932
7910,150,WAIT (Holding Capital),306861.09,-0.0100,0.0932
7910,200,WAIT (Holding Capital),307883.71,-0.0100,0.0932
7911,50,WAIT (Holding Capital),307382.61,-0.0100,0.0932
7911,100,WAIT (Holding Capital),309828.46,-0.0100,0.0932
7911,150,WAIT (Holding Capital),307742.73,-0.0100,0.0932
7911,200,WAIT (Holding Capital),309336.79,-0.0100,0.0932
7912,50,WAIT (Holding Capital),307538.09,-0.0100,0.0931
7912,100,WAIT (Holding Capital),309801.74,-0.0100,0.0931
7912,150,WAIT (Holding Capital),307759.82,-0.0100,0.0931
7912,200,ETH: Buy KRAKEN -> Sell COINBASE,309351.92,-0.7110,0.0931
7913,50,WAIT (Holding Capital),307759.30,-0.0100,0.0931
7913,100,WAIT (Holding Capital),309823.23,-0.0100,0.0931
7913,150,WAIT (Holding Capital),308207.50,-0.0100,0.0931
7913,200,WAIT (Holding Capital),309734.67,-0.0100,0.0931
7914,50,WAIT (Holding Capital),308208.03,-0.0100,0.0931
7914,100,WAIT (Holding Capital),309993.46,-0.0100,0.0931
7914,150,WAIT (Holding Capital),307929.32,-0.0100,0.0931
7914,200,WAIT (Holding Capital),310025.29,-0.0100,0.0931
7915,50,WAIT (Holding Capital),308023.81,-0.0100,0.0931
7915,100,WAIT (Holding Capital),310003.75,-0.0100,0.0931
7915,150,WAIT (Holding Capital),308617.70,-0.0100,0.0931
7915,200,WAIT (Holding Capital),310364.17,-0.0100,0.0931
7916,50,WAIT (Holding Capital),307973.94,-0.0100,0.0930
7916,100,BNB: Buy COINBASE -> Sell KRAKEN,309408.20,-0.2668,0.0930
7916,150,WAIT (Holding Capital),307644.82,-0.0100,0.0930
7916,200,WAIT (Holding Capital),309360.63,-0.0100,0.0930
7917,50,WAIT (Holding Capital),308028.36,-0.0100,0.0930
7917,100,WAIT (Holding Capital),309952.61,-0.0100,0.0930
7917,150,WAIT (Holding Capital),308072.94,-0.0100,0.0930
7917,200,WAIT (Holding Capital),310224.89,-0.0100,0.0930
7918,50,WAIT (Holding Capital),307443.00,-0.0100,0.0930
7918,100,WAIT (Holding Capital),309509.32,-0.0100,0.0930
7918,150,WAIT (Holding Capital),307668.05,-0.0100,0.0930
7918,200,WAIT (Holding Capital),309421.95,-0.0100,0.0930
7919,50,WAIT (Holding Capital),307638.08,-0.0100,0.0929
7919,100,BNB: Buy KRAKEN -> Sell COINBASE,309000.56,-2.0000,0.0929
7919,150,WAIT (Holding Capital),307101.16,-0.0100,0.0929
7919,200,WAIT (Holding Capital),308351.25,-0.0100,0.0929
7920,50,WAIT (Holding Capital),307579.26,-0.0100,0.0929
7920,100,WAIT (Holding Capital),308791.60,-0.0100,0.0929
7920,150,WAIT (Holding Capital),306843.35,-0.0100,0.0929
7920,200,WAIT (Holding Capital),308618.44,-0.0100,0.0929
7921,50,WAIT (Holding Capital),307745.56,-0.0100,0.0929
7921,100,WAIT (Holding Capital),309603.42,-0.0100,0.0929
7921,150,WAIT (Holding Capital),307465.92,-0.0100,0.0929
7921,200,WAIT (Holding Capital),309530.33,-0.0100,0.0929
7922,50,WAIT (Holding Capital),307499.30,-0.0100,0.0929
7922,100,WAIT (Holding Capital),309062.77,-0.0100,0.0929
7922,150,WAIT (Holding Capital),307449.47,-0.0100,0.0929
7922,200,WAIT (Holding Capital),308518.01,-0.0100,0.0929
7923,50,WAIT (Holding Capital),307228.10,-0.0100,0.0928
7923,100,WAIT (Holding Capital),309270.19,-0.0100,0.0928
7923,150,WAIT (Holding Capital),307095.69,-0.0100,0.0928
7923,200,WAIT (Holding Capital),308678.98,-0.0100,0.0928
7924,50,WAIT (Holding Capital),307721.92,-0.0100,0.0928
7924,100,WAIT (Holding Capital),309634.58,-0.0100,0.0928
7924,150,WAIT (Holding Capital),307789.39,-0.0100,0.0928
7924,200,WAIT (Holding Capital),309814.95,-0.0100,0.0928
7925,50,WAIT (Holding Capital),308217.67,-0.0100,0.0928
7925,100,BTC: Buy KRAKEN -> Sell COINBASE,309700.70,0.1941,0.0928
7925,150,WAIT (Holding Capital),307442.18,-0.0100,0.0928
7925,200,WAIT (Holding Capital),308402.11,-0.0100,0.0928
7926,50,WAIT (Holding Capital),307267.73,-0.0100,0.0927
7926,100,WAIT (Holding Capital),308589.52,-0.0100,0.0927
7926,150,WAIT (Holding Capital),306471.47,-0.0100,0.0927
7926,200,WAIT (Holding Capital),308778.73,-0.0100,0.0927
7927,50,WAIT (Holding Capital),307255.42,-0.0100,0.0927
7927,100,WAIT (Holding Capital),308733.85,-0.0100,0.0927
7927,150,WAIT (Holding Capital),307056.51,-0.0100,0.0927
7927,200,WAIT (Holding Capital),308606.03,-0.0100,0.0927
7928,50,WAIT (Holding Capital),307351.18,-0.0100,0.0927
7928,100,WAIT (Holding Capital),309677.37,-0.0100,0.0927
7928,150,WAIT (Holding Capital),307930.46,-0.0100,0.0927
7928,200,WAIT (Holding Capital),309775.67,-0.0100,0.0927
7929,50,WAIT (Holding Capital),306487.77,-0.0100,0.0927
7929,100,WAIT (Holding Capital),307611.13,-0.0100,0.0927
7929,150,WAIT (Holding Capital),306090.86,-0.0100,0.0927
7929,200,WAIT (Holding Capital),307795.93,-0.0100,0.0927
7930,50,WAIT (Holding Capital),307324.50,-0.0100,0.0926
7930,100,WAIT (Holding Capital),308771.55,-0.0100,0.0926
7930,150,WAIT (Holding Capital),307657.76,-0.0100,0.0926
7930,200,WAIT (Holding Capital),308975.16,-0.0100,0.0926
7931,50,WAIT (Holding Capital),306955.01,-0.0100,0.0926
7931,100,WAIT (Holding Capital),308512.21,-0.0100,0.0926
7931,150,WAIT (Holding Capital),306894.36,-0.0100,0.0926
7931,200,ETH: Buy COINBASE -> Sell KRAKEN,308528.90,-0.1603,0.0926
7932,50,WAIT (Holding Capital),307428.31,-0.0100,0.0926
7932,100,WAIT (Holding Capital),309286.70,-0.0100,0.0926
7932,150,WAIT (Holding Capital),307239.11,-0.0100,0.0926
7932,200,WAIT (Holding Capital),308569.11,-0.0100,0.0926
7933,50,WAIT (Holding Capital),307442.91,-0.0100,0.0926
7933,100,BTC: Buy COINBASE -> Sell BINANCE,309430.23,-0.5236,0.0926
7933,150,WAIT (Holding Capital),307618.24,-0.0100,0.0926
7933,200,WAIT (Holding Capital),308961.54,-0.0100,0.0926
7934,50,WAIT (Holding Capital),307826.84,-0.0100,0.0925
7934,100,WAIT (Holding Capital),309203.73,-0.0100,0.0925
7934,150,WAIT (Holding Capital),307459.15,-0.0100,0.0925
7934,200,WAIT (Holding Capital),308978.95,-0.0100,0.0925
7935,50,WAIT (Holding Capital),308207.31,-0.0100,0.0925
7935,100,WAIT (Holding Capital),310438.17,-0.0100,0.0925
7935,150,WAIT (Holding Capital),308830.07,-0.0100,0.0925
7935,200,WAIT (Holding Capital),310189.27,-0.0100,0.0925
7936,50,WAIT (Holding Capital),307757.85,-0.0100,0.0925
7936,100,WAIT (Holding Capital),309542.15,-0.0100,0.0925
7936,150,WAIT (Holding Capital),307117.36,-0.0100,0.0925
7936,200,BNB: Buy BINANCE -> Sell COINBASE,309092.78,-1.5807,0.0925
7937,50,WAIT (Holding Capital),308098.91,-0.0100,0.0924
7937,100,WAIT (Holding Capital),309683.00,-0.0100,0.0924
